sentence,nsubj,root,root_idx,nsubj_idx,best_layer,best_head,attention_value
Sonra sen gazetende istediğin gibi ver dumanı .,sen,ver,6,1,8,3,0.7977558970451355
"Allah müstahakımı versin , gelmişime de geçmişime de ervahıma da yuf olsun !",Allah,olsun,18,0,5,6,0.887977659702301
"Ben kimseye eyvallah etmeyeceğim , dedi .",Ben,dedi,8,0,5,6,0.9968336224555969
"Millet , fakruzaruret içinde harap ve bitap düşmüş olabilir .",Millet,olabilir,13,0,5,6,0.9959898591041565
"Giyinmiş kuşanmış , benim de giyinip kuşanıp hazır olmamı bekliyor .",benim,bekliyor,17,8,6,6,0.4772607982158661
Merhaba dostum / Seni gökte ararken / Yerde buldum,Seni,buldum,9,3,6,5,0.5863081812858582
"Bu adam bir gün doğar , fena bir aile içine girer , haylaz olur , mektebin arka sıralarında havyar keser , daima tekdir edilir .",adam,edilir,27,1,8,3,0.7898668646812439
"Yavaş yavaş kendine gelen anne , ızdıraplı iniltileri arasında itiraz ediyordu .",anne,ediyordu,15,5,9,7,0.710753858089447
"Doktor geldi , ilaç yazdı .",Doktor,geldi,1,0,5,8,0.9971771240234375
Hiçbir medeniyet bütün alanlarda başka bir medeniyetten daha ileri gittiğini iddia edemez .,medeniyet,edemez,12,1,8,3,0.6079626083374023
Çocuğu babasına bırakıp kendisi erkekle ilgisini keser ve familyasının yanına döner .,kendisi,keser,7,4,7,8,0.6349427103996277
"O zaman da bozgun ve inkıraz geldi , çattı .",bozgun,geldi,8,3,6,1,0.7644721269607544
"Bu Müslüman adam , kadere yalnız İstanbul'dan uzakta ölmek endişesiyle isyan ederdi .",adam,ederdi,15,2,8,3,0.5372543334960938
Senin ne habasetlere kadir olduğunu ben bilirim .,ben,bilirim,8,7,4,0,0.9923650622367859
Kendisi de her fırsat düştükçe bunlarla yan yana harp ettiğini söylerken âdeta kalbi ağzına gelmiş gibi olurdu .,Kendisi,olurdu,17,0,5,8,0.9736685156822205
El elin ayıbını terzi kumaşı alır gibi kapış kapış yaptığı için aldırış etmem .,El,etmem,16,0,5,8,0.991161584854126
"Fakat hanımefendi , bugün İstanbul'da karısının üstüne evlenmiş kaç erkek var ?",erkek,var,12,11,4,0,0.9989818930625916
Bu evler burada üç yıl içinde mantar gibi bitti,evler,bitti,8,1,8,3,0.9592326879501343
"Orayı gördükten sonra ben , gayri dünyanın hiçbir tarafına metelik vermem .",ben,vermem,12,4,7,8,0.9762370586395264
"Gezecek , eğlenecek , nefes alacak hiçbir yer yok .",yer,yok,10,9,4,1,0.9987068176269531
"Normal yaşamının çekişmeleri içinde tekerlenip giden insan , bayramlarda bir nefis muhasebesi yapmak imkânı bulur .",insan,bulur,18,8,7,8,0.8495473265647888
"Sana derim , güzel eltim , sen bu kızına tez vakitte nikâh koy !",sen,koy,14,7,7,8,0.9690744876861572
"Bu , o kadar ince ve girift bir meseledir ki , bütün bir ömür boyunca izaha çalışılsa yine derinliğine nüfuz edilemez .",Bu,edilemez,25,0,5,8,0.9637000560760498
"Ali çocuk gibi perendeler atarak otlarla , yamaçlarla sarmaş dolaş oluyordu .",Ali,oluyordu,15,0,5,8,0.9941155910491943
"Görmediniz mi , adını söyleyince herkes put kesiliyor .",herkes,kesiliyor,8,6,7,8,0.9452721476554871
Bu arabalar her akşam Beyoğlu'nda Tokatlıyan'ın yaya kaldırımına rampa eder .,arabalar,eder,17,1,8,3,0.8273064494132996
Az sonra birbirimize randevu vermişiz gibi ben de gelirim .,ben,gelirim,9,7,3,0,0.720492959022522
Metin o gece başarısız oldu .,Metin,oldu,4,0,5,6,0.9931719303131104
Hatta sarhoşluğa vurup orada kaldığım geceler de oldu .,geceler,oldu,8,6,9,2,0.7924020290374756
Birtakım resmî sıfatlı insanlar onun vücudunu lüzumsuz ilan ettiler .,insanlar,ettiler,11,5,8,3,0.6049174070358276
Bunlar yaşama yolunda bir engele çarptılar mı hemen dedelerinin adını verirler ve kendilerini güçlükten sıyırıp çıkarırlardı .,Bunlar,verirler,13,0,5,6,0.8551308512687683
"Sözümü tuttum gibime geliyor , siz istediğiniz kadar bana meşhursun deyin .",siz,deyin,13,7,5,9,0.3073606789112091
"Doktor geldi , ilaç yazdı , sırtıma vantuz çekti .",Doktor,geldi,1,0,5,8,0.9971771240234375
"Şuncasını söyleyeyim , ben şiirin şarkılaştırılarak okunmasını sevmem .",ben,sevmem,14,6,7,8,0.943576991558075
"Tam üstüne bastın canım , ben sıradan değil sıra dışı biriyim .",ben,biriyim,11,6,3,0,0.6588712930679321
"Bu adam , canımı sıkacak bazı şeyler söyledi ; sonra eliyle tecavüz etti .",adam,etti,14,1,8,3,0.6150356531143188
"Sen meram ettikten kelli , tekeden süt çıkarırım , ağam ! diyordu .",Sen,diyordu,16,0,5,6,0.9912090301513672
"Yalan , hakikati ters yüz eder .",Yalan,eder,5,0,5,8,0.99726402759552
"Sana derim , güzel eltim , sen bu kızına tez vakitte nikâh koy !",sen,koy,14,7,7,8,0.9690744876861572
"Köy tablosu , Sezai'yi asıl toplumsal katmanlar açısından ilgilendirmiş gibidir .",tablosu,gibidir,13,1,8,3,0.6748080253601074
Toz kondurmadığı devletinin kendisini hatırlamasını sabırla bekliyor .,devletinin,bekliyor,9,4,10,11,0.7122423052787781
Hiçbir doktor her an intihar etmeye hazır bir psikopatın töhmeti altında kalmak istemez .,doktor,istemez,18,1,7,8,0.9831489324569702
Uçaksız turlar çok rahat değil .,turlar,rahat,4,2,7,8,0.8803486227989197
Deniz sakin bile olsa savaş durumunda gemi mutlaka yalpa yapacak .,gemi,yapacak,10,6,7,8,0.9519661664962769
Sonra bahis yine sempati meselesine intikal etti .,bahis,etti,7,1,10,11,0.9350524544715881
"Bu askerlik oyununda yere vurduğu adama , kaideye uygun olan hareketi muhafaza ediyor .",uygun,ediyor,13,9,9,11,0.23387834429740906
Ali bütün karargâhı yerle bir edecek bu korkunç alete bakmak istedi .,Ali,istedi,13,0,5,6,0.9953106045722961
"Biz işte aile gibi bir şeyiz burada , büyük hanımı da kendimize uydurduk , yuvarlanıp gidiyoruz .",Biz,gidiyoruz,18,0,5,6,0.800933301448822
Zira bazı insanlar da vardır ki yüklerini tuttuktan ve biraz da yaşlandıktan sonra kendilerini bir nevi santimantal veya dinî mistisizme verirler .,insanlar,verirler,28,2,7,8,0.3253774344921112
"Kim bilir ne taraflara yorar , ne zehaplarda bulunur ?",Kim,bulunur,12,0,5,6,0.8233225345611572
"Askerî bir cip , Camekân Sokağı'nı sarsıla sarsıla geçti , apartmanın kapısı önünde zınk diye durdu .",cip,durdu,24,3,10,0,0.4907190799713135
Amerika dünyanın tek hakimi haline geldi,Amerika,geldi,5,0,5,6,0.9842219352722168
Yeni basılacak kitabımıza sizin önsöz yazmanızı çok istiyoruz,sizin,istiyoruz,11,5,5,11,0.7689724564552307
Bu paranın üçte birini sizin vermeniz gerekiyor,sizin,gerekiyor,6,4,5,11,0.6677506566047668
"Yabanlık lacivert entarisi , baş örtüsü , çökük yanaklarıyla annesi kapıda bekliyordu .",annesi,bekliyordu,17,15,9,7,0.7776162624359131
Sonra köy ağası hazretleri bizim de kıçımıza atacak tekmeyi .,hazretleri,atacak,9,4,11,7,0.7818521857261658
Babam senden çok mu istedi kalını ?,Babam,istedi,4,0,5,6,0.9715341925621033
"Annem bunu sezdiği gün , babamın arkasından döktüğü yaşları unutacak kadar bedbaht olur .",Annem,olur,17,0,5,8,0.9869102835655212
Bu incirin alacasını ben yedim .,ben,yedim,7,6,4,0,0.9995898604393005
Onun yaptığı hep alayişten ibarettir .,Onun,ibarettir,6,0,5,8,0.996070146560669
"Siz bugüne kadar zevcenizin vicdansızca ve aleni hıyanetine , edepsizliğine tahammül ettiniz .",Siz,ettiniz,20,0,5,6,0.9913506507873535
"Burayı kötü bir koku aldı , durulamaz hâle geldi .",koku,geldi,10,4,10,0,0.9224278926849365
Bileğimde keman gibi altın bilezik var .,bilezik,var,7,6,4,0,0.9999356269836426
Bu evin içinde hatta belki bu dünyada en anlayışlı dost sizsiniz benim için .,dost,sizsiniz,10,9,4,0,0.9985590577125549
"Bir eksen üzerindeki her nokta , apsisi ile belirtilir .",nokta,belirtilir,9,4,7,8,0.5321709513664246
Bu elifbada Türk'ün tek bir harfi yoktur .,harfi,yoktur,10,9,4,0,0.9999985694885254
"Biz lisanımızı tasfiye ediyoruz , yeni kelimeler buluyor , bulamazsak gelişigüzel uyduruyoruz .",Biz,buluyor,8,0,5,0,0.9564059376716614
Asıl sanat budur .,sanat,budur,2,1,4,0,0.9999909400939941
Böyle muazzam bir prodüksiyonun ne kadar astronomik finansmana dayandığını siz tahmin edin artık .,siz,edin,15,13,7,8,0.9871073365211487
On sekiz yaşından aşağı olanlar giremez .,olanlar,giremez,5,4,4,0,0.9990867376327515
"Bütün çocuklar gibi onlar da haşarı , atak ve güreşçi idiler .",onlar,idiler,12,3,7,8,0.36053866147994995
Biçilmiş kaftan galiba bana ateşten gömlek olacak .,kaftan,olacak,8,3,10,3,0.38312870264053345
Karda ayak izleri var / Vurulup düştükleri yere kadar,izleri,var,4,3,4,0,0.9999810457229614
"Galiba bu , o bahtsız annenin en büyük kahrı oldu ve oğluna özlemini sayıklayarak öldü gitti .",bu,oldu,13,2,6,3,0.4944492280483246
Pasaport işine polis bakar .,polis,bakar,4,3,4,0,0.9998226761817932
İtalyan bandıralı gemiler ağızlarına kadar yüklü giderler .,gemiler,giderler,9,4,7,8,0.6711328625679016
Bunların tek derdi barem basamaklarını aşarak bu mertebeye fırlayıvermekten ibarettir .,derdi,ibarettir,15,2,7,10,0.9372368454933167
"Doktor basmalıkların kaldırılması için dayatıyor , mikrop yuvasıdır , diyor .",Doktor,diyor,13,0,5,6,0.9518275856971741
Vaktiyle Hindistan'ın başülkesi Büyük Britanya idi .,Britanya,idi,11,10,4,0,0.999998927116394
"O , dördüncü batından dedesi oluyor .",O,oluyor,6,0,5,6,0.9928566217422485
Şimdi apartmana uğrayan eli bavullu bir adam hepsini getiriyor .,adam,getiriyor,10,8,8,3,0.7570865750312805
"Bu , ihtiyar kitapçıdan alıp evde bayıla bayıla okuduğu küçük hissî romanlardan biriydi .",Bu,biriydi,17,0,5,8,0.9837643504142761
Ben de seni bekliyordum zaten .,Ben,bekliyordum,3,0,5,6,0.9958409667015076
Allah belasını verdi .,Allah,verdi,3,0,5,8,0.9991257786750793
Mahkemenin elinde bu iddiaları yalanlayacak bir belge yoktu .,belge,yoktu,9,8,4,0,0.9983944296836853
Beş beygirlik bir motor yirmi kilo kadar gelir .,motor,gelir,8,4,8,3,0.8852721452713013
Beynelmilelci sosyalizm ve sınıf mücadelesi yok oluyor .,sosyalizm,oluyor,11,6,11,8,0.4775300920009613
Biletini alıncaya kadar vapur da geldi .,vapur,geldi,7,5,3,10,0.9257691502571106
"Türk milleti bu mütecavizlerin hadlerini ihtar ederek hâkimiyet ve saltanatını , isyan ederek kendi eline , bilfiil almış bulunuyor .",milleti,bulunuyor,27,1,8,3,0.7449344992637634
"Yani kısacası bu mükemmel dilimizi kimse bilmez , okumaz .",kimse,bilmez,7,6,4,0,0.9999467134475708
"Bir ölüm haberine karşı ben , içimde bin ezinti , bin çöküntü duydum .",ben,duydum,14,4,3,0,0.48118069767951965
Bu hayvan biniye gelmez .,hayvan,gelmez,4,1,7,8,0.9387059807777405
Bunu bir sen yapabilirsin .,sen,yapabilirsin,3,2,4,0,0.999859094619751
"İçeride nereden gelirse gelsin , birinin birazcık benimsenmesinden tedirgin .",birinin,tedirgin,10,6,6,5,0.4961351156234741
"Ben bitaraf değil , bir tarafım diyordu .",Ben,diyordu,9,0,5,6,0.9761917591094971
Buğdayla arpadan başka ne biter bu topraklarda ?,ne,biter,9,8,4,0,0.9999856948852539
Bu acı çıngırak sesi galiba bodrum katından geldi .,sesi,geldi,9,5,8,11,0.6621102690696716
"Gırtlak veremi midir nedir , çehresinde damla kan yok .",kan,yok,13,12,4,0,0.9998190999031067
Mustafa da boğazlı adam .,Mustafa,adam,4,0,5,6,0.9989456534385681
Hizmet erim sefer tasıyla akşam yemeğini getirdi .,erim,getirdi,7,1,6,3,0.3338563144207001
Bu iki radyo istasyonu birbirini bozuyor .,istasyonu,bozuyor,5,3,8,10,0.9033080339431763
Bu elbiseye iki boy yeter .,boy,yeter,5,4,4,0,0.9999874830245972
Kendisine büyük hizmeti dokunmuş insanları unutmak bir toplumun yozlaştığını belgeler .,toplumun,belgeler,11,8,6,4,0.4580473303794861
"Şimdi o , buzlu Erzurum yaylalarında bir fırkaya kumandan gidiyor .",o,gidiyor,12,1,3,7,0.16854101419448853
Megalomaninin kökeninde çoğu zaman aşağılık kompleksi yatar .,kompleksi,yatar,10,9,4,0,0.9999743700027466
Gazi'nin reisliği altında bir Türk Tarihi Tetkik Cemiyeti var .,Cemiyeti,var,11,10,4,0,1.0
Hakikatin binbir cephesi ve başka başka görünüşleri yok mudur ?,cephesi,yok,10,4,8,2,0.4944184422492981
O ciddi bir tavırla mühim bir şey anlatmaya hazırlanmış gibiydi .,O,gibiydi,10,0,5,8,0.9860230684280396
Okuduğunuz ne kadar cinai roman varsa bu karanlık ve tenha sokaklarda âdeta hayat bulur .,roman,bulur,16,6,10,0,0.13370023667812347
"Oldukları yer otsuz , çalısız , kızıl renkli bir toprak .",yer,toprak,12,2,11,6,0.8058981895446777
Yahu bu köyde kimseler yok mu ?,kimseler,yok,5,4,4,0,0.9999805688858032
"Bayan zengindir , gençtir de gelgelelim çehre züğürdüdür .",Bayan,zengindir,1,0,4,0,0.9999985694885254
"Belki on aile keçelerden , kilimlerden çergelerini meyve ağaçlarının altlarına kurdular .",aile,kurdular,15,2,8,3,0.41925716400146484
Onun ne çiçek olduğunu hep biliriz .,Onun,biliriz,5,0,5,6,0.9952301979064941
"Bu , benim gibi yaşını başını almış bir adam tarafından pek çiğ bir hareket olurdu .",Bu,olurdu,14,0,5,6,0.996002733707428
Çimenliklerde bir tek kuru yaprak yoktu .,yaprak,yoktu,8,7,4,1,0.9999253749847412
"Kusura bakmayınız , dağdan inmedir o , ne yol bilir ne yordam !",o,bilir,14,10,10,2,0.8113716840744019
"Oysa bu arada o , sizi hiç tanımıyor olabilir .",o,olabilir,9,3,7,8,0.2718993127346039
Deminden beri sözü edilen bu kumsal neydi ?,kumsal,neydi,7,6,4,0,0.9996730089187622
"Ben o yârin çölünde kum / Bahrinde su , elinde mum",Ben,kum,6,0,5,6,0.9991658926010132
Dersin bitmesine beş dakika var .,dakika,var,5,4,4,0,0.9999970197677612
"Bende bir romanlık değil , kaç destanlık dert var .",dert,var,10,9,4,0,0.9999936819076538
Devam zorunludur .,Devam,zorunludur,1,0,4,0,0.9984742999076843
"Oturacak değil , ayakta duracak yer yok .",yer,yok,7,6,4,0,0.9998549222946167
Müfredat programlarında kıraat yani diksiyon dersi yok .,dersi,yok,8,7,4,0,0.9999856948852539
"Herkes , kişiliğine bağlı , dokunulmaz , devredilmez , vazgeçilmez temel hak ve hürriyetlere sahiptir .",Herkes,sahiptir,17,0,5,6,0.9946468472480774
Havuz tamamen doldu,Havuz,doldu,2,0,5,6,0.9996919631958008
Kimi zaman da reform gereksemesinin birçok nedenleri olabilir .,nedenleri,olabilir,9,8,4,0,0.9999697208404541
İnşaattan önce zeminin tesviye edilmesi gerekiyor,zeminin,gerekiyor,8,3,11,0,0.6760208606719971
"Sana derim , güzel eltim , sen bu kızına tez vakitte nikâh koy !",sen,koy,14,7,7,8,0.9690744876861572
Gezi ertelendi .,Gezi,ertelendi,1,0,4,0,0.9999970197677612
"Bazen bir toplum , olduğu gibi esassız , çok abartılmış , yanlış rivayetlere kapılıp gidiyordu .",toplum,gidiyordu,18,2,8,3,0.5621932744979858
Tokadın etkisi kötü oldu .,etkisi,oldu,4,2,4,7,0.7035365700721741
"Ah , iki bardak süt sen bana neler ettin ?",sen,ettin,8,5,3,0,0.49736690521240234
"Bu Salih Araboğlu , tefecilikten , çalıp çırpmaktan para yapmış , uğursuz heriflerden biridir .",Salih,biridir,19,1,11,7,0.5402221083641052
Yusuf Ali'nin Yıldızlara Karşı'yı yazdığı masa bizim fakirhanede bulunuyor .,masa,bulunuyor,14,10,7,8,0.49494674801826477
Cumhurbaşkanı başkanlığında toplanan Bakanlar Kurulu olağanüstü hâl ilan edebilir .,Kurulu,edebilir,8,4,7,8,0.34562402963638306
"Su , kocaman fıçılara doldurulup arabalarla Beykoz'a getirilir .",Su,getirilir,12,0,5,6,0.9665456414222717
Vapurda bir de kaçak Rus ailesi var .,ailesi,var,8,7,4,0,0.9999462366104126
"Bunlar fişlik kâğıttır , benim işime yarar .",Bunlar,yarar,8,0,5,6,0.9979931116104126
O satış furyası içinde herkes birbirine kitabı okuyup okumadığını soruyor .,herkes,soruyor,12,6,8,10,0.8269525170326233
"Hilmi Bey'in evi , bir sanat ve ihtişam galerisi değildi .",evi,galerisi,12,5,8,1,0.6728871464729309
"İçeriye gamselelerini giymiş , gök gözlü bir adam giriyor .",adam,giriyor,12,11,4,1,0.9999916553497314
Bekâr arkadaşlardan birisi gece kuşlarından gözüne kestirdiği bir tazeyi otele davet etti .,birisi,etti,16,4,8,3,0.8218145370483398
Zaten gecikmemin sebebi evi aramak oldu .,sebebi,oldu,7,4,7,10,0.6106206774711609
Nasfet ve merhamet dilenmek gibi bir prensip yoktur .,prensip,yoktur,9,8,4,0,0.9999969005584717
Haber daha yeni gitti .,Haber,gitti,3,0,5,6,0.9952653646469116
Bu işin sonu nereye gider .,sonu,gider,4,2,4,7,0.8433135747909546
"Bu , yeterince cesur olamadığımın bir göstergesi olabilir .",Bu,olabilir,9,0,5,6,0.9964362382888794
"Boğaziçi'nin , Sarayburnu yarımadasını , tarihî üslup ve estetiklerini korumak için çok iyi hazırlanmış projeler var .",projeler,var,21,20,4,1,0.9994803071022034
"Hah , Orhan da geldi !",Orhan,geldi,5,3,3,10,0.6887669563293457
Damadım için söylüyorsan sen de bilirsin ki ne akreptir ne de çıyan .,sen,bilirsin,7,5,5,11,0.6597639322280884
Siyah araba ağır ağır hareket etti,araba,etti,5,1,10,0,0.6604637503623962
Türk tarihi harikalarla doludur .,tarihi,doludur,4,1,6,3,0.7786056995391846
Bu köyde hiç hayat yok .,hayat,yok,4,3,4,0,0.9999876022338867
Herhangi biri gelsin .,biri,gelsin,2,1,4,0,0.9928253889083862
"Hortlasın mezarında öyleyse , hınzır herif , dedi .",herif,dedi,13,11,7,4,0.5491315722465515
"Vatan , evladının hizmetini bekliyor .",Vatan,bekliyor,5,0,5,8,0.9906090497970581
"Hortlasın mezarında öyleyse , hınzır herif , dedi .",herif,dedi,13,11,7,4,0.5491315722465515
"Onun çıkardığı Yarım Ay'da yine pırıltılı , hücumcu yazıları ile güçlü bir kalem savaşçısı kesildi .",Onun,kesildi,19,0,5,8,0.9976295232772827
Bitkilerde duygu var mı ?,duygu,var,4,3,4,0,0.999969482421875
"Bizim kahraman da şimdi , burada ikamet ediyor .",kahraman,ediyor,7,1,9,10,0.4384568929672241
Daha çok tensel ihtirasa açık olan bu evlilik başlangıçta mutluluk getirir .,evlilik,getirir,12,9,8,3,0.9546574950218201
Kime iltifat dozunu artırırsa o gerçekten de bir şeyler olurdu .,o,olurdu,12,3,10,3,0.17775487899780273
Her memleket başkalarının yeniliklerini taklit ile başladığı intizama kendisinin eskiliklerini tahkik ile nihayet verir .,memleket,verir,19,1,8,3,0.811129629611969
Görülünce vurulması için irade bile var .,irade,var,8,6,4,1,0.9048256874084473
"Sarı , cerahatli bir suyun kafamdan aktığını duyuyorum .",suyun,duyuyorum,11,6,10,2,0.6844416856765747
Bu adamın istekleri bitmiyor .,istekleri,bitmiyor,3,2,4,0,0.9999449253082275
İçimde nice zamandan kalma bir arzu var .,arzu,var,7,6,4,1,0.9999217987060547
İşte bu iki adam bir aralık göz göze geldiler .,adam,geldiler,8,3,8,3,0.7572873830795288
"Artık itirazlar , teçhiller , istihzalar , hiddetler birbirini takip ediyordu .",itirazlar,ediyordu,16,1,11,11,0.3932441174983978
"Kendisi , ayağında postallar , sırtında kaput , başında kabalak , Çanakkale cehenneminde askerliğini yaparken .",Kendisi,yaparken,19,0,5,6,0.9799514412879944
"Sermet Muhtar , Akşam gazetesinin temelli imzalarından biri oldu .",Muhtar,oldu,10,2,9,3,0.4388206899166107
"Ses Sevim'in sesi fakat kalınlaşmış , tıkanmış , yabancılaşmış bir ses .",Ses,sesi,4,0,5,6,0.9922245740890503
Çocukların içinde kalanlar da var geçenler de .,kalanlar,var,4,2,4,1,0.909507155418396
Anayasa Mahkemesi . kanun koyucu gibi hareketle yeni bir uygulamaya yol açacak biçimde hüküm tesis edemez .,Mahkemesi,edemez,16,1,8,5,0.48605525493621826
Bu kararı söyleyen sesin tesiri gözlerimizi yaşla doldurdu .,tesiri,doldurdu,9,4,8,1,0.8297765851020813
"Bir sabah bir kasabada uyanırsınız , o gün bir kararname imzalanır , akşama bir şehirli olursunuz .",kararname,olursunuz,18,10,9,5,0.32517704367637634
"Bu itibarladır ki ben bu partiler hakkında , aynı gaye için yürüyen kardeş partilerdir diyorum .",ben,diyorum,16,4,5,9,0.26403355598449707
Ben senin karnındakini ne bileyim ?,Ben,bileyim,5,0,5,8,0.9752609133720398
Adamcağızın ara sıra ayakları karıncalandıkça dolaşacak bir yeri bile yok .,yeri,yok,14,12,3,8,0.8414831161499023
"Yanıma her tarafı titreyerek sapsarı , sakal bıyığa karışmış bir hâlde geldi .",sakal,geldi,16,9,10,0,0.23457174003124237
Bana öyle geliyor ki bir kartaloz herif bir çocuk rolü oynuyor .,herif,oynuyor,11,7,11,4,0.4345581829547882
