sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
Bütün okullar Bakanlık’ın denetimi altına alındı .,okullar,alındı,2,8,4,0,0.6878334879875183
Sanık ne zaman yargıç önüne çıkar acaba ?,Sanık,çıkar,1,6,7,8,0.5969331860542297
Genellikle kardeşler arasında kuvvetli bir dayanışma var .,dayanışma,var,6,7,3,0,0.9996291399002075
Masanın üzerinde bir şey yok .,şey,yok,4,5,4,9,0.9996670484542847
Masanın üstünde bir şey yok .,şey,yok,4,5,4,9,0.9996548891067505
Çocuk daha çok anneannesinin yanında kalıyor .,Çocuk,kalıyor,1,7,7,8,0.3996630907058716
Yanımda beş kişi çalışıyor .,kişi,çalışıyor,3,4,4,9,0.9981803894042969
Benim odamla onunki onun ki arasında kalın bir duvar vardı var dı .,duvar,var,10,12,2,2,0.35656601190567017
Ahmet’le çocukların arasında bir sorun mu var ?,sorun,var,7,9,8,11,0.7229560613632202
Ahmet’le çocuklar arasında bir sorun mu var ?,sorun,var,7,9,8,11,0.7584850788116455
"Babası , amcası ve bizim aramızda eski bir dostluk vardı var dı .",dostluk,var,9,11,7,8,0.5007774233818054
Çocuklar sayesinde alışveriş işleri pek sorun olmuyor .,işleri,sorun,4,6,5,9,0.7596256732940674
Ömer benim hakkımda neler söyledi ?,Ömer,söyledi,1,5,7,8,0.4624815583229065
Sahil boyunca küçük köyler vardı var dı .,köyler,var,4,6,8,11,0.7038541436195374
Kanunun ilgili maddesi gereğince bir sözleşme hazırlanır .,sözleşme,hazırlanır,6,7,3,0,0.999875545501709
Yokluğum süresince komşum her gün uğrayıp kediye yiyecek verdi .,komşum,verdi,4,10,5,11,0.4935051202774048
Sıcak havalar yüzünden son zamanlarda işler yavaş gidiyor .,işler,gidiyor,6,8,4,0,0.6565071940422058
Yazların sıcaklığı nedeniyle bu bölgede muz ve hurma yetişmektedir .,muz,yetişmektedir,7,10,6,10,0.6171883344650269
Bu çiçekler sizin içinmiş için miş .,çiçekler,sizin,2,3,3,0,0.9994057416915894
Can’ın arabası evin önünde .,arabası,önünde,4,6,4,0,0.8348730206489563
Can’ın arabası evin önündeki önünde ki .,arabası,önünde,4,7,4,0,0.5468958020210266
Kapıda birisi var .,birisi,var,2,3,3,0,0.9997820258140564
"Efendim , biz sizin kadar bilemeyiz bu konuları tabii ki .",biz,bilemeyiz,3,6,2,9,0.7783560156822205
Siz şu sıralarda sinemaya gittiniz mi ?,Siz,gittiniz,1,5,2,11,0.6480979323387146
Sizler nasılsınız nasıl sınız ?,Sizler,nasıl,1,3,4,0,0.4402939975261688
Planın kendisinde bir sorun var .,sorun,var,4,5,3,0,0.9996055960655212
Hırsızlığı kendi şirketinden biri yapmış .,biri,yapmış,5,6,3,0,0.9981703758239746
Hırsızlığı Erol’un kendi şirketinden biri yapmış .,biri,yapmış,8,9,4,9,0.999505877494812
Semra Elif’e kendi anahtarlarını vermiş .,Semra,vermiş,1,7,5,11,0.5439379215240479
"Bu karışıklık , sorunun kendi özelliklerinden kaynaklanıyor .",karışıklık,kaynaklanıyor,2,7,5,11,0.4270917475223541
"Bu , evin kendi rengi .",Bu,rengi,1,5,9,9,0.5843201875686646
Evde ben kendim oturacağım için bu renkleri seçtim .,ben,seçtim,2,9,3,9,0.21847940981388092
Evde kendim oturacağım için bu renkleri seçtim .,kendim,seçtim,2,8,0,0,0.18120348453521729
Kendisi istemiş sınava girmeyi .,Kendisi,istemiş,1,2,4,9,0.9998562335968018
Kendi istemiş sınava girmeyi .,Kendi,istemiş,1,2,4,9,0.9999682903289795
O kendi istemiş sınava girmeyi .,O,istemiş,1,3,7,3,0.4869024157524109
O kendisi istemiş sınava girmeyi .,O,istemiş,1,3,7,3,0.5492693781852722
benim kendimin bile anlayamadığım bir yazı,benim,yazı,1,6,6,5,0.36954012513160706
benim kendimin bile anlayamadığı bir yazı,benim,yazı,1,6,4,3,0.3389832377433777
Sizin kendinizin oraya gitmeniz gerekiyor .,Sizin,gerekiyor,1,5,0,7,0.4069642424583435
Sizin kendiniz oraya gitmeniz gerekiyor .,Sizin,gerekiyor,1,5,0,7,0.4329625070095062
Oraya sizin kendiniz gitmeniz gerekiyor .,sizin,gerekiyor,2,5,0,1,0.2469518929719925
Sizin kendinizi eleştirmeniz ne kadar kolaymış kolay mış !,Sizin,kolay,1,7,7,3,0.18120190501213074
Erol kendine bir araba aldığını sanıyor .,Erol,sanıyor,1,6,4,3,0.5088077783584595
Ahmet hala uyuyor .,Ahmet,uyuyor,1,3,4,0,0.47801342606544495
Kendisi bu günlerde çok yorgun .,Kendisi,yorgun,1,5,4,3,0.4332411289215088
O bu günlerde çok yorgun .,O,yorgun,1,5,5,11,0.49005812406539917
— Kulüpteki Kulüpte ki arkadaşların nasıl ?,arkadaşların,nasıl,7,8,3,0,0.9999239444732666
Ahmet kendisine hediye vermeyenleri sevmiyor .,Ahmet,sevmiyor,1,6,7,3,0.5886839032173157
Ahmet ona hediye vermeyenleri sevmiyor .,Ahmet,sevmiyor,1,6,7,3,0.5525145530700684
Sayın Cumhurbaşkanı bugün yurda dönüyorlar .,Cumhurbaşkanı,dönüyorlar,2,5,4,0,0.4667237102985382
Kendileri gezilerinden çok verimli verim li sonuçlarla döndüklerini ifade ettiler .,Kendileri,ettiler,1,12,3,9,0.6108030080795288
Kendilerini defalarca defalar ca aradığımız yetkililer telefonlarımıza cevap vermediler .,yetkililer,vermediler,6,10,4,0,0.5821206569671631
Defalarca Defalar ca aradığımız yetkililer telefonlarımıza cevap vermediler .,yetkililer,vermediler,6,10,4,0,0.5986660122871399
Ahmet kendi kendine yurt dışına çıkamaz .,Ahmet,çıkamaz,1,6,4,3,0.5044662356376648
Ahmet kendi kendisine yurt dışına çıkamaz .,Ahmet,çıkamaz,1,6,4,3,0.45572417974472046
Biz kendimize yemek pişiriyoruz .,Biz,pişiriyoruz,1,4,2,9,0.5992674231529236
Biz kendi kendimize yemek pişiriyoruz .,Biz,pişiriyoruz,1,5,2,9,0.5781705975532532
Almanya ve Brezilya takımları birbirlerinden haklı hak lı olarak korkuyorlar .,takımları,korkuyorlar,4,10,5,11,0.4174903333187103
Sen bir yere gitmeyi düşünüyor muydun ?,Sen,düşünüyor,1,5,4,0,0.4213300049304962
Sen de çok güzel şarkı söylersin .,Sen,söylersin,1,6,2,11,0.5551450252532959
— Ben isterim .,Ben,isterim,2,3,4,9,0.9997236132621765
Zeki anahtarlarını kaybetmiş .,Zeki,kaybetmiş,1,3,4,0,0.5957077145576477
O zaten oldum olası dağınıktır dağınık tır .,O,dağınık,1,5,5,9,0.4189392030239105
Benim yazdığım mektubu almışlar .,Benim,almışlar,1,4,7,6,0.20434238016605377
Yemeğin hazırlığına katılmış olmadığım için bulaşıkları benim yıkamam kararlaştırıldı .,benim,kararlaştırıldı,7,10,7,6,0.2743445038795471
Onun kaza geçirmesi bütün planları altüst edecek .,Onun,edecek,1,7,4,3,0.33802181482315063
"Ayşe , benim şimdi çıkmam gerekiyor .",benim,gerekiyor,3,6,0,7,0.272604376077652
Sizlerin yazın Amerika’ya gideceğiniz doğru mu ?,Sizlerin,doğru,1,7,3,9,0.35317128896713257
Semra onun anahtarlarını kaybetmiş .,Semra,kaybetmiş,1,4,5,11,0.45789921283721924
Semra Elif’e onun anahtarlarını vermiş .,Semra,vermiş,1,7,5,11,0.5400881767272949
Semra anahtarlarını kaybetmiş .,Semra,kaybetmiş,1,3,4,0,0.5528275370597839
Semra Elif’e anahtarlarını vermiş .,Semra,vermiş,1,6,5,11,0.5355842113494873
Burası bizim evimizden daha sıcak .,Burası,sıcak,1,6,8,11,0.40700507164001465
Zeki’nin arabası evin önündeymiş önünde ymiş .,arabası,önünde,4,6,5,1,0.6430281400680542
Ahmet bugün çok sevinçli sevinç li .,Ahmet,sevinç,1,5,5,11,0.312000036239624
Öğretmen en çok onun yazısını beğenmiş .,Öğretmen,beğenmiş,1,6,3,9,0.4326184391975403
Bizim başka bir haberimiz daha var .,haberimiz,var,4,6,5,9,0.8523856997489929
En önemli önem li sorun bu .,sorun,bu,5,6,3,0,0.9988774657249451
"İşte bu , filmde çok önemli önem li bir ayrıntıydı ayrıntı ydı .",bu,ayrıntı,2,10,7,3,0.45615383982658386
Burası çok kalabalık .,Burası,kalabalık,1,3,4,0,0.8293532729148865
Şuranıza bir düğme daha lazım .,düğme,lazım,5,7,5,9,0.5525956153869629
Filmin orası çok önemliydi önem li ydi .,orası,önem,2,5,5,11,0.3066376745700836
Alıcılar içerisini görmedi .,Alıcılar,görmedi,1,4,3,9,0.6740345358848572
Alıcılar içeriyi görmedi .,Alıcılar,görmedi,1,4,3,9,0.6176228523254395
Köyün ötesinde bir dere var .,dere,var,4,5,3,0,0.9997221827507019
Çamaşır makinası bozulmuş .,makinası,bozulmuş,2,3,4,9,0.9999796152114868
Bütün kalemler kayboldu sanmıştım ama iki tanesi burada .,kalemler,sanmıştım,2,4,4,0,0.2793160080909729
Çamaşır makinası bozulmuş .,makinası,bozulmuş,2,3,4,9,0.9999796152114868
Bazılarımız senin gibi düşünmüyor .,Bazılarımız,düşünmüyor,1,4,5,6,0.7341628670692444
Boyanmışlarında hatalar gözükmüyor .,hatalar,gözükmüyor,5,6,3,0,0.9976609945297241
Bahçedekiler Bahçede kiler yapraklarını dökmeye başladı .,kiler,başladı,4,7,8,10,0.38503944873809814
Öteki size daha çok uydu galiba .,Öteki,uydu,1,5,7,3,0.4562986493110657
Benimki Benim ki iyi çalışmıyor .,ki,çalışmıyor,3,5,4,0,0.5892950892448425
Söyleyecek bir şeyim yok .,şeyim,yok,3,4,4,9,0.9987982511520386
İnsan bazen hiçbir şey bilmediğini sanıyor .,İnsan,sanıyor,1,6,5,6,0.505480170249939
Bazı günler her şey zor geliyor insana .,şey,geliyor,4,6,4,0,0.5427142977714539
Ziya’nın lafları biraz şeysiz şey siz kaçtı .,lafları,kaçtı,4,10,7,8,0.44822874665260315
Otobüs durağı nerede ?,durağı,nerede,2,3,3,0,0.9999533891677856
Zehra Londra’ya eylülde mi gidecek ?,Zehra,gidecek,1,7,4,3,0.4763469994068146
Zehra eylülde mi Londra’ya gidecek ?,Zehra,gidecek,1,7,4,3,0.5631557106971741
"Esra Handan'ın ablasıymış ablası ymış , öyle mi ?",Esra,ablası,1,5,7,3,0.42452749609947205
"Cemal bugün okula gitmedi , değil mi ?",Cemal,gitmedi,1,4,4,0,0.4750726819038391
"Cemal bugün okula gitmedi , öyle mi ?",Cemal,gitmedi,1,4,4,0,0.48353439569473267
"Demek Cemal bugün okula gitmedi , öyle mi ?",Cemal,gitmedi,2,5,4,0,0.4558635652065277
"Cemal okula gitti mi , yoksa gitmedi mi ?",Cemal,gitti,1,3,4,0,0.4760332405567169
"Cemal okula gitti mi , gitmedi mi ?",Cemal,gitti,1,3,4,0,0.4273223280906677
"Bu hastanede ameliyathane var mı , yok mu ?",ameliyathane,var,3,4,4,9,0.9998660087585449
"Bu hastanede ameliyathane var mı , yoksa yok mu ?",ameliyathane,var,3,4,3,0,0.9998451471328735
Tosca’yı Verdi mi yazmıştı yoksa Puccini mi ?,Verdi,yazmıştı,5,7,6,10,0.5307084321975708
Tosca’yı Verdi mi yazmıştı Puccini mi ?,Verdi,yazmıştı,5,7,9,1,0.3354988694190979
İki orta yaşlı yaş lı adam mı çalmış arabayı ?,adam,çalmış,6,8,5,9,0.6837769150733948
Murat’ın evi mi satılmış ?,evi,satılmış,4,6,5,9,0.5364550352096558
Murat’ın mı evi satılmış ?,evi,satılmış,5,6,3,0,0.9998522996902466
Sen şimdi o filmi görmüş mü oldun ?,Sen,görmüş,1,5,5,11,0.2331281453371048
Sen şimdi o filmi görmüş oldun mu ?,Sen,görmüş,1,5,7,3,0.22036541998386383
Aynur Zehra’yla mı buluşmadan önce çocukları okuldan aldı ?,Aynur,aldı,1,11,7,8,0.32069891691207886
Aynur Zehra’yla buluştuktan sonra mı çocukları okuldan aldı ?,Aynur,aldı,1,11,10,8,0.28528183698654175
Ahmet mi paraları evde unutmuş ?,Ahmet,unutmuş,1,5,4,3,0.2366093546152115
Nermin okula mı gitmiş ?,Nermin,gitmiş,1,4,3,9,0.42497122287750244
Nermin okula gitmiş mi ?,Nermin,gitmiş,1,3,4,0,0.48653388023376465
"Peki , sen hiç operaya gittin mi ?",sen,gittin,3,7,2,9,0.4727068841457367
Resimleri kim değerlendirecek ?,kim,değerlendirecek,2,3,4,9,0.999961256980896
Şule’nin babası kimdi kim di ?,babası,kim,4,6,7,8,0.5106875896453857
Nuri kimi görmüş ?,Nuri,görmüş,1,3,10,8,0.4254832863807678
En çok kimlerin çocukları okulda başarılı oluyormuş ?,çocukları,başarılı,4,6,5,9,0.49835333228111267
Bu kutunun içinde neler var ?,neler,var,4,5,3,0,0.999164342880249
Serap Almanya’ya neyle gidiyor ?,Serap,gidiyor,1,6,5,11,0.6302691102027893
O adam ne doktoru ?,adam,doktoru,2,4,5,11,0.4617004692554474
Akdenizin neyi insanları çekiyor ?,neyi,çekiyor,3,5,4,0,0.484536349773407
Akdenizin nesi insanları çekiyor ?,nesi,çekiyor,3,5,4,0,0.734874427318573
Burası neresi ?,Burası,neresi,1,2,3,0,0.9977782368659973
Ahmet hangi doktora güveniyor ?,Ahmet,güveniyor,1,4,7,3,0.47760769724845886
Asistanlardan hangisi bugün görevli görev li ?,hangisi,görev,3,6,5,11,0.4826835095882416
Hangisi bugün görevli görev li ?,Hangisi,görev,1,4,5,11,0.49562010169029236
Aranızdan hangisi bu işte gönüllü gönül lü olarak çalışmak istiyor ?,hangisi,istiyor,3,11,4,0,0.5116456747055054
İçinizden hangisi bu işte gönüllü gönül lü olarak çalışmak istiyor ?,hangisi,istiyor,2,10,7,3,0.5816962718963623
Öğrencilerden kaçı derse girmemiş ?,kaçı,girmemiş,2,4,4,0,0.8014876842498779
İçinizden kaçı araba kullanmayı biliyor ?,kaçı,biliyor,2,5,4,0,0.8746021389961243
Saat kaç ?,Saat,kaç,1,2,3,0,0.999681830406189
O çocuk kaç yaşında ?,çocuk,yaşında,2,4,5,11,0.5386980772018433
Yeni bürosu acaba ne kadar büyük ?,bürosu,büyük,2,6,7,8,0.5950419306755066
Bu araba ne kadar hızlı gider ?,araba,gider,2,6,5,1,0.4584064185619354
Bu elbise ne kadar ?,elbise,ne,2,3,3,0,0.9997041821479797
Ameliyat ne kadar sürecek ?,Ameliyat,sürecek,1,4,6,9,0.6391520500183105
Partide kimler vardı var dı ?,kimler,var,2,4,1,6,0.5824490189552307
Kim onları okuldan kaçarken görmüş ?,Kim,görmüş,1,5,7,3,0.6879788041114807
Erol’un kim doktor olduğunu söyledi ?,kim,söyledi,4,7,4,0,0.5570830702781677
Necla neden korkuyor ?,Necla,korkuyor,1,3,4,0,0.48374998569488525
Necla neden korkuyor ?,Necla,korkuyor,1,3,4,0,0.48374998569488525
Soruları dağıtacak olan kişi kimdi kim di ?,kişi,kim,4,6,7,8,0.5106374621391296
Çocuklar evde değilse sütü kim içti ?,kim,içti,5,6,3,0,0.9997103810310364
Kim kime neyi verdi ?,Kim,verdi,1,4,10,8,0.46521034836769104
Hülya mı kim ?,Hülya,kim,1,3,5,8,0.4172830283641815
Semra’ya aldığın hediye hani ?,hediye,hani,5,6,3,0,0.9999567270278931
Semra’ya aldığın hediye hani nerede ?,hediye,nerede,5,7,7,8,0.5973008275032043
Hani bana vereceğin para nerede ?,para,nerede,4,5,3,0,0.999911904335022
Acaba misafirler saat kaçta gelecek ?,misafirler,gelecek,2,5,1,6,0.794581949710846
Bakalım doktorlardan hangisi o hastayı ameliyat edecek .,hangisi,ameliyat,3,6,5,11,0.36574625968933105
Ahmet Zeki’yi görmeyeceğini iddia ediyordu .,Ahmet,ediyordu,1,8,8,10,0.3121415972709656
Böylesi daha iyi .,Böylesi,iyi,1,3,5,9,0.6838000416755676
Ahmet Nuran’a Noel hediyesi alıp almayacağını bilmiyor .,Ahmet,bilmiyor,1,9,5,11,0.44037795066833496
Elif kalıp kalmayacağını söyledi mi ?,Elif,söyledi,1,4,3,9,0.5544021725654602
Osman bu yaz tatile çıkıp çıkmama konusunda tereddütlüymüş tereddüt lü ymüş .,Osman,tereddüt,1,8,4,0,0.6081793308258057
Nejat gençliğinde bu kadar inatçı değildi .,Nejat,inatçı,1,5,4,3,0.41346248984336853
Anneleri evde değilken değil ken çok daha derli toplu oluyorlar .,Anneleri,derli,1,8,0,11,0.2746080756187439
Evde bir tane bile fazla ampul yok .,ampul,yok,6,7,3,0,0.9998918771743774
Çorbanın tuzu yok .,tuzu,yok,3,4,4,9,0.9994134902954102
Maaşımdan şikayetim yok değil ama idare ediyorum işte .,şikayetim,yok,3,4,3,0,0.9996349811553955
Semra partide değildi .,Semra,partide,1,2,4,9,0.9998297691345215
Semra partide yoktu yok tu .,Semra,yok,1,4,5,11,0.3861369788646698
Ne yabancılar ne mahalle halkı otobüs turlarından memnunlar memnun lar .,yabancılar,memnun,2,9,0,9,0.23713615536689758
Ne yabancılar ne de mahalle halkı otobüs turlarından memnunlar memnun lar .,yabancılar,memnun,2,10,0,9,0.21609503030776978
"Bu sandviççide ne çay var , ne de kahve .",çay,var,6,7,4,9,0.9999769926071167
Evde kimse var mı ?,kimse,var,2,3,3,0,0.9995835423469543
Evde kimse yok mu ?,kimse,yok,2,3,4,9,0.9993695616722107
Bu adam hiç uyanık değil .,adam,uyanık,2,4,6,9,0.3986344039440155
Trende yer yokmuş yok muş hiç .,yer,yok,3,5,7,8,0.44379711151123047
Hiçbir çocuk arkadaşından ayrılmak istemez .,çocuk,istemez,2,5,4,0,0.4616355299949646
Yolculardan hiçbirisi yerini vermek istemedi .,hiçbirisi,istemedi,3,6,4,0,0.6156216859817505
Yolculardan hiçbiri yerini vermek istemedi .,hiçbiri,istemedi,3,6,2,9,0.6766678690910339
Dolapta hiçbir şey yok .,şey,yok,4,5,3,0,0.9992940425872803
Herhangi bir yerde su var mı ?,su,var,4,5,3,0,0.9997237324714661
Hiçbir yerde su var mı ?,su,var,3,4,3,0,0.999675989151001
Bugün kimse evinde değil .,kimse,evinde,2,3,4,9,0.9998959302902222
Bugün hiç kimse evinde değil .,kimse,evinde,3,4,4,9,0.9998581409454346
İçeride kimse var mı ?,kimse,var,2,3,4,9,0.9992490410804749
Partiye hiç kimse gelmedi .,kimse,gelmedi,3,4,4,9,0.9918562173843384
Partiye hiçbir kimse gelmedi .,kimse,gelmedi,3,4,4,9,0.9909795522689819
Beni artık kimseler sevmiyor .,kimseler,sevmiyor,3,4,4,9,0.9982359409332275
Beni artık hiç kimseler sevmiyor .,kimseler,sevmiyor,4,5,4,9,0.9997290968894958
Odam pek büyük değil .,Odam,büyük,1,3,4,0,0.7621894478797913
Onlar o kadar varlıklı değillermiş .,Onlar,varlıklı,1,4,0,3,0.34768950939178467
Kimsenin bu kitabı okuduğunu sanmıyorum .,Kimsenin,sanmıyorum,1,5,3,9,0.5658460855484009
Hiçbir şeyin denize atılması doğru değil .,şeyin,doğru,2,5,1,10,0.2464165836572647
Kimsenin kapıyı çaldığını duydun mu ?,Kimsenin,duydun,1,4,3,9,0.452485054731369
Necla kocasından hiç haber alamayınca tutuklandığını sanmış .,Necla,sanmış,1,7,4,3,0.5046502947807312
Okullar pazartesi açıldı .,Okullar,açıldı,1,3,1,6,0.7504231333732605
Okullar pazartesi açılacak .,Okullar,açılacak,1,3,4,0,0.7919983267784119
Ahmet bir elma yedi .,Ahmet,yedi,1,4,7,3,0.5346847772598267
Ahmet bir elma yiyordu .,Ahmet,yiyordu,1,4,7,3,0.4674685299396515
Ahmet sabahları bir elma yerdi .,Ahmet,yerdi,1,5,7,3,0.5433617234230042
Kerem’in babası ona biraz para vermiş .,babası,vermiş,4,8,7,3,0.563319742679596
Evde hiç para yoktu yok tu .,para,yok,3,5,3,6,0.6440755724906921
Ayten bir bankada çalışıyordu .,Ayten,çalışıyordu,1,4,4,0,0.5486676692962646
Yeni bir öğretmenimiz olacaktı .,öğretmenimiz,olacaktı,3,4,4,9,0.998039186000824
İnşallah ben dönünceye kadar uyumuş olacaksın .,ben,uyumuş,2,6,6,9,0.31806787848472595
Ayten bir bankada çalışıyor .,Ayten,çalışıyor,1,4,4,0,0.5841310024261475
Evde hiç para yok .,para,yok,3,4,3,0,0.9985511898994446
Herkes bu romana bayılacak .,Herkes,bayılacak,1,4,3,9,0.8322952389717102
Önümüzdeki Önümüzde ki yıl yeni bir öğretmenimiz olacaktı .,öğretmenimiz,olacaktı,7,8,3,0,0.999085545539856
Geçen yıl yeni bir öğretmenimiz olacaktı .,öğretmenimiz,olacaktı,5,6,3,0,0.9965060949325562
Konser kaçta başlıyor ?,Konser,başlıyor,1,3,4,0,0.6885179877281189
Konser kaçta başlayacak ?,Konser,başlayacak,1,3,4,0,0.6696277856826782
Füsun telaşlıydı telaşlı ydı .,Füsun,telaşlı,1,2,3,0,0.9994109869003296
Birkaç gün sonra annesi geliyordu .,annesi,geliyordu,4,5,4,9,0.9998419284820557
Sen telefon ettiğin sırada sokağa çıkmak üzereydim üzere ydim .,Sen,çıkmak,1,6,5,11,0.2659424841403961
Bugün aile yapısı hızla değişmektedir .,yapısı,değişmektedir,3,5,4,0,0.48420658707618713
Sen Ömer’i benden daha iyi tanıyorsun .,Sen,tanıyorsun,1,8,5,11,0.4301922619342804
Çizginin üst tarafında birkaç beyaz nokta görülmektedir .,nokta,görülmektedir,7,8,4,9,0.9997931122779846
Fatma genellikle Ankara’ya otobüsle gidiyor .,Fatma,gidiyor,1,7,5,11,0.4947876036167145
Türkiye artık televizyon ihraç etmektedir .,Türkiye,etmektedir,1,5,3,9,0.3598616123199463
Tülay yanıma oturdu .,Tülay,oturdu,1,3,4,0,0.6680080890655518
Yemekte Tülay yanımda oturuyordu .,Tülay,oturuyordu,2,4,4,0,0.5283479690551758
1994’te Ahmet derneğin başkanı oldu .,Ahmet,başkanı,4,6,4,0,0.649387538433075
1994’te Ahmet derneğin başkanıydı başkanı ydı .,Ahmet,başkanı,4,6,4,0,0.6480749845504761
Geçen haftaki hafta ki toplantı çok sıkıcı oldu .,toplantı,sıkıcı,5,7,4,0,0.581771969795227
Gürkan bana bu olaydan bahseden üçüncü kişi oldu .,Gürkan,kişi,1,7,7,3,0.542547345161438
En beğenilen tablo bu oldu .,tablo,bu,3,4,4,9,0.9997770190238953
Öğrenciler o gün neşeliydiler neşeli ydiler .,Öğrenciler,neşeli,1,4,5,11,0.3930988311767578
Öğrenciler neşeli oluyorlardı .,Öğrenciler,neşeli,1,2,4,9,0.9999765157699585
Öğrenciler neşeli olurlardı .,Öğrenciler,neşeli,1,2,4,9,0.9999681711196899
